getClassLoad,是否需要,如需要，请补充理由,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothAdapter;->listenUsingEncryptedRfcommWithServiceRecord(Ljava/lang/String;Ljava/util/UUID;)Landroid/bluetooth/BluetoothServerSocket;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothCodecStatus;->EXTRA_CODEC_STATUS:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothCodecStatus;->getCodecConfig()Landroid/bluetooth/BluetoothCodecConfig;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothCodecStatus;->getCodecsLocalCapabilities()[Landroid/bluetooth/BluetoothCodecConfig;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothCodecStatus;->getCodecsSelectableCapabilities()[Landroid/bluetooth/BluetoothCodecConfig;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->ACTION_SDP_RECORD:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->connectGatt(Landroid/content/Context;ZLandroid/bluetooth/BluetoothGattCallback;IZILandroid/os/Handler;)Landroid/bluetooth/BluetoothGatt;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->EXTRA_SDP_SEARCH_STATUS:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->setAlias(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->setPin(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_AUTH_FAILED:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_AUTH_REJECTED:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_AUTH_TIMEOUT:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_DISCOVERY_IN_PROGRESS:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_REMOTE_AUTH_CANCELED:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_REMOTE_DEVICE_DOWN:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothDevice;->UNBOND_REASON_REPEATED_ATTEMPTS:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothGatt;->connect(Ljava/lang/Boolean;Landroid/bluetooth/BluetoothGattCallback;Landroid/os/Handler;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothGatt;->mDeviceBusy:Ljava/lang/Boolean;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothGatt;->mTransport:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothGattService;->setAdvertisePreferred(Z)V,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->ACTION_ACTIVE_DEVICE_CHANGED:Ljava/lang/String;,是,小爱同学app的蓝牙设备模块有使用。用来切换使用中的蓝牙设备,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClient;->acceptCall(Landroid/bluetooth/BluetoothDevice;I)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClientCall;->getId()I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClientCall;->getNumber()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClientCall;->getState()I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClientCall;->isMultiParty()Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClientCall;->isOutgoing()Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClient;->connect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClient;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClient;->getAudioState(Landroid/bluetooth/BluetoothDevice;)I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadsetClient;->rejectCall(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->getActiveDevice()Landroid/bluetooth/BluetoothDevice;,是,小爱同学app的蓝牙设备模块有使用。用来切换使用中的蓝牙设备,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->getAudioState(Landroid/bluetooth/BluetoothDevice;)I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->getPriority(Landroid/bluetooth/BluetoothDevice;)I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->phoneStateChanged(IIILjava/lang/String;ILjava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHeadset;->setActiveDevice(Landroid/bluetooth/BluetoothDevice;)Z,是,小爱同学app的蓝牙设备模块有使用。用来切换使用中的蓝牙设备,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHearingAid;->ACTION_ACTIVE_DEVICE_CHANGED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHearingAid;->getActiveDevices()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothHearingAid;->setActiveDevice(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothMapClient;->sendMessage(Landroid/bluetooth/BluetoothDevice;[Landroid/net/Uri;Ljava/lang/String;Landroid/app/PendingIntent;Landroid/app/PendingIntent;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothMap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothPan;->connect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothPbap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothProfile;->PRIORITY_AUTO_CONNECT:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothSap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/BluetoothSocket;->EADDRINUSE:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/IBluetooth$Stub$Proxy;->getConnectionState(Landroid/bluetooth/BluetoothDevice;)I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/IBluetooth$Stub;->TRANSACTION_enable:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/IBluetoothManager$Stub;->TRANSACTION_enable:I,,,,,,,,,,,,,,,,,,,
Landroid/bluetooth/le/ScanRecord;->parseFromBytes([B)Landroid/bluetooth/le/ScanRecord;,,,,,,,,,,,,,,,,,,,
Landroid/companion/AssociationRequest;->getDeviceFilters()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Landroid/companion/AssociationRequest;->isSingleDevice()Z,,,,,,,,,,,,,,,,,,,
Landroid/companion/BluetoothDeviceFilter;->getAddress()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/companion/BluetoothDeviceFilterUtils;->getDeviceDisplayNameInternal(Landroid/bluetooth/BluetoothDevice;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/companion/BluetoothDeviceFilterUtils;->getDeviceDisplayNameInternal(Landroid/net/wifi/ScanResult;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/companion/BluetoothDeviceFilterUtils;->getDeviceMacAddress(Landroid/os/Parcelable;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/companion/BluetoothLeDeviceFilter;->getScanFilter()Landroid/bluetooth/le/ScanFilter;,,,,,,,,,,,,,,,,,,,
Landroid/companion/DeviceFilter;->getDeviceDisplayName(Landroid/os/Parcelable;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/companion/DeviceFilter;->matches(Landroid/os/Parcelable;)Z,,,,,,,,,,,,,,,,,,,
Landroid/companion/ICompanionDeviceDiscoveryService$Stub;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/companion/IFindDeviceCallback;->onSuccess(Landroid/app/PendingIntent;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/ComponentName;->appendShortString(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/ComponentName;->printShortString(Ljava/io/PrintWriter;Ljava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/ContentProvider;->attachInfoForTesting(Landroid/content/Context;Landroid/content/pm/ProviderInfo;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/ContentProvider;->mAuthorities:[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/ContentResolver;->getSyncStatusAsUser(Landroid/accounts/Account;Ljava/lang/String;I)Landroid/content/SyncStatusInfo;,,,,,,,,,,,,,,,,,,,
Landroid/content/ContentResolver;->SYNC_ERROR_SYNC_ALREADY_IN_PROGRESS:I,,,,,,,,,,,,,,,,,,,
Landroid/content/ContentResolver;->SYNC_OBSERVER_TYPE_STATUS:I,,,,,,,,,,,,,,,,,,,
Landroid/content/Context;->canStartActivityForResult()Z,,,,,,,,,,,,,,,,,,,
Landroid/content/Context;->checkPermission(Ljava/lang/String;IILandroid/os/IBinder;)I,,,,,,,,,,,,,,,,,,,
Landroid/content/Context;->sendBroadcastAsUser(Landroid/content/Intent;Landroid/os/UserHandle;Ljava/lang/String;I)V,,,,,,,,,,,,,,,,,,,
Landroid/content/Context;->sendOrderedBroadcastAsUser(Landroid/content/Intent;Landroid/os/UserHandle;Ljava/lang/String;ILandroid/content/BroadcastReceiver;Landroid/os/Handler;ILjava/lang/String;Landroid/os/Bundle;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/ContextWrapper;->createApplicationContext(Landroid/content/pm/ApplicationInfo;I)Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Landroid/content/ContextWrapper;->startForegroundServiceAsUser(Landroid/content/Intent;Landroid/os/UserHandle;)Landroid/content/ComponentName;,,,,,,,,,,,,,,,,,,,
Landroid/content/CursorLoader;->mCancellationSignal:Landroid/os/CancellationSignal;,,,,,,,,,,,,,,,,,,,
Landroid/content/CursorLoader;->mObserver:Landroid/content/Loader$ForceLoadContentObserver;,,,,,,,,,,,,,,,,,,,
Landroid/content/IContentProvider;->QUERY_TRANSACTION:I,,,,,,,,,,,,,,,,,,,
Landroid/content/IContentService;->cancelSync(Landroid/accounts/Account;Ljava/lang/String;Landroid/content/ComponentName;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/IContentService;->isSyncActive(Landroid/accounts/Account;Ljava/lang/String;Landroid/content/ComponentName;)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->ACTION_ALARM_CHANGED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->ACTION_USER_SWITCHED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/IntentFilter;->hasDataAuthority(Landroid/content/IntentFilter$AuthorityEntry;)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/IntentFilter;->hasDataPath(Landroid/os/PatternMatcher;)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/IntentFilter;->hasDataSchemeSpecificPart(Landroid/os/PatternMatcher;)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/IntentFilter;->hasExactDataType(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/IntentFilter;->setAutoVerify(Z)V,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->parseCommandArgs(Landroid/os/ShellCommand;Landroid/content/Intent$CommandOptionHandler;)Landroid/content/Intent;,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->prepareToLeaveProcess(Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->printIntentArgsHelp(Ljava/io/PrintWriter;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->setAllowFds(Z)V,,,,,,,,,,,,,,,,,,,
Landroid/content/Intent;->toInsecureString()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/ISyncAdapter;->onUnsyncableAccount(Landroid/content/ISyncAdapterUnsyncableAccountCallback;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/om/IOverlayManager$Stub;->asInterface(Landroid/os/IBinder;)Landroid/content/om/IOverlayManager;,,,,,,,,,,,,,,,,,,,
Landroid/content/om/IOverlayManager;->getAllOverlays(I)Ljava/util/Map;,,,,,,,,,,,,,,,,,,,
Landroid/content/om/IOverlayManager;->getOverlayInfo(Ljava/lang/String;I)Landroid/content/om/OverlayInfo;,,,,,,,,,,,,,,,,,,,
Landroid/content/om/OverlayInfo;->state:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ActivityInfo;->activityInfoConfigJavaToNative(I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ActivityInfo;->FLAG_ALLOW_EMBEDDED:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ActivityInfo;->FLAG_SHOW_FOR_ALL_USERS:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ApplicationInfo;->fullBackupContent:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ApplicationInfo;->getCodePath()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/BaseParceledListSlice;->getList()Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/BaseParceledListSlice;->writeParcelableCreator(Ljava/lang/Object;Landroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ComponentInfo;->getComponentName()Landroid/content/ComponentName;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageInstaller;->uninstall(Landroid/content/pm/VersionedPackage;Ljava/lang/String;ILandroid/content/IntentSender;I)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager$Stub;->TRANSACTION_getApplicationInfo:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->checkPermission(Ljava/lang/String;Ljava/lang/String;I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getAppOpPermissionPackages(Ljava/lang/String;)[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getInstalledApplications(II)Landroid/content/pm/ParceledListSlice;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getPackageInstaller()Landroid/content/pm/IPackageInstaller;,是,"【应用商店】我们安装业务需要通过反射实例化已安装的PackageInstaller
我们的安装业务都依赖与这个数据结构
【游戏中心】同商店",,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getPermissionControllerPackageName()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getServicesSystemSharedLibraryPackageName()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->getSharedSystemSharedLibraryPackageName()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->grantRuntimePermission(Ljava/lang/String;Ljava/lang/String;I)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->isPackageAvailable(Ljava/lang/String;I)Z,是,【游戏中心】需要检测游戏在分身空间的安装状态,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->queryInstrumentation(Ljava/lang/String;I)Landroid/content/pm/ParceledListSlice;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->queryIntentActivities(Landroid/content/Intent;Ljava/lang/String;II)Landroid/content/pm/ParceledListSlice;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/IPackageManager;->querySyncProviders(Ljava/util/List;Ljava/util/List;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionInfo;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionInfo;->resolvedBaseCodePath:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionInfo;->sealed:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionParams;->appIcon:Landroid/graphics/Bitmap;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionParams;->originatingUid:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageInstaller$SessionParams;->sizeBytes:J,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->getPackageCandidateVolumes(Landroid/content/pm/ApplicationInfo;)Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->getPackageCurrentVolume(Landroid/content/pm/ApplicationInfo;)Landroid/os/storage/VolumeInfo;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->installStatusToString(ILjava/lang/String;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->MOVE_EXTERNAL_MEDIA:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->MOVE_INTERNAL:I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->movePackage(Ljava/lang/String;Landroid/os/storage/VolumeInfo;)I,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->SYSTEM_SHARED_LIBRARY_SERVICES:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageManager;->SYSTEM_SHARED_LIBRARY_SHARED:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageParser$Package;->mKeySetMapping:Landroid/util/ArrayMap;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageParser$Package;->mUpgradeKeySets:Landroid/util/ArraySet;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageParser$SigningDetails$Builder;->setPastSigningCertificates([Landroid/content/pm/Signature;)Landroid/content/pm/PackageParser$SigningDetails$Builder;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageParser;->collectCertificates(Landroid/content/pm/PackageParser$Package;Ljava/io/File;Z)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PackageParser;->mCallback:Landroid/content/pm/PackageParser$Callback;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ParceledListSlice;->writeParcelableCreator(Landroid/os/Parcelable;Landroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/PermissionInfo;->protectionToString(I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/ResolveInfo;->getComponentInfo()Landroid/content/pm/ComponentInfo;,,,,,,,,,,,,,,,,,,,
Landroid/content/pm/VerifierInfo;-><init>(Ljava/lang/String;Ljava/security/PublicKey;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->applyStyle(JIILandroid/content/res/XmlBlock$Parser;[IJJ)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->openNonAsset(ILjava/lang/String;)Ljava/io/InputStream;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->openNonAsset(Ljava/lang/String;I)Ljava/io/InputStream;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->resolveAttrs(JII[I[I[I[I)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->retrieveAttributes(Landroid/content/res/XmlBlock$Parser;[I[I[I)Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/AssetManager;->setThemeTo(JLandroid/content/res/AssetManager;J)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ColorStateList;->obtainForTheme(Landroid/content/res/Resources$Theme;)Landroid/content/res/ColorStateList;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ColorStateList;->onColorsChanged()V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/CompatibilityInfo;->computeCompatibleScaling(Landroid/util/DisplayMetrics;Landroid/util/DisplayMetrics;)F,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Configuration;->assetsSeq:I,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Configuration;->resourceQualifierString(Landroid/content/res/Configuration;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/DrawableCache;->getInstance(JLandroid/content/res/Resources;Landroid/content/res/Resources$Theme;)Landroid/graphics/drawable/Drawable;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ObbInfo;->salt:[B,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Resources;->getDisplayAdjustments()Landroid/view/DisplayAdjustments;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Resources;->getDrawableInflater()Landroid/graphics/drawable/DrawableInflater;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->getDisplayMetrics()Landroid/util/DisplayMetrics;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->getValue(ILandroid/util/TypedValue;Z)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;-><init>(Landroid/content/res/AssetManager;Landroid/util/DisplayMetrics;Landroid/content/res/Configuration;Landroid/view/DisplayAdjustments;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->mConfiguration:Landroid/content/res/Configuration;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->mPreloading:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->TRACE_FOR_MISS_PRELOAD:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/ResourcesImpl;->TRACE_FOR_PRELOAD:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Resources;-><init>(Ljava/lang/ClassLoader;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/res/Resources;->loadDrawable(Landroid/util/TypedValue;IILandroid/content/res/Resources$Theme;)Landroid/graphics/drawable/Drawable;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/TypedArray;->mAssets:Landroid/content/res/AssetManager;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/TypedArray;->mMetrics:Landroid/util/DisplayMetrics;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/TypedArray;->mRecycled:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/res/TypedArray;->mTheme:Landroid/content/res/Resources$Theme;,,,,,,,,,,,,,,,,,,,
Landroid/content/res/XmlBlock$Parser;->mParseState:J,,,,,,,,,,,,,,,,,,,
Landroid/content/SyncAdapterType;->allowParallelSyncs:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/SyncAdapterType;->isAlwaysSyncable:Z,,,,,,,,,,,,,,,,,,,
Landroid/content/SyncAdapterType;->settingsActivity:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->addOperation(Landroid/content/UndoOperation;I)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->beginUpdate(Ljava/lang/CharSequence;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->commitState(Landroid/content/UndoOwner;)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->countRedos([Landroid/content/UndoOwner;)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->countUndos([Landroid/content/UndoOwner;)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->endUpdate()V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->forgetRedos([Landroid/content/UndoOwner;I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->forgetUndos([Landroid/content/UndoOwner;I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->getLastOperation(Ljava/lang/Class;Landroid/content/UndoOwner;I)Landroid/content/UndoOperation;,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->getOwner(Ljava/lang/String;Ljava/lang/Object;)Landroid/content/UndoOwner;,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;-><init>()V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->isInUndo()Z,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->redo([Landroid/content/UndoOwner;I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->restoreInstanceState(Landroid/os/Parcel;Ljava/lang/ClassLoader;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->saveInstanceState(Landroid/os/Parcel;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->setUndoLabel(Ljava/lang/CharSequence;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoManager;->undo([Landroid/content/UndoOwner;I)I,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoOperation;-><init>(Landroid/content/UndoOwner;)V,,,,,,,,,,,,,,,,,,,
Landroid/content/UndoOperation;-><init>(Landroid/os/Parcel;Ljava/lang/ClassLoader;)V,,,,,,,,,,,,,,,,,,,
Landroid/database/AbstractWindowedCursor;->closeWindow()V,,,,,,,,,,,,,,,,,,,
Landroid/database/CursorWindow;->printStats()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteCustomFunction;->dispatchCallback([Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteCustomFunction;->numArgs:I,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteDatabase;->mThreadSession:Ljava/lang/ThreadLocal;,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteDebug$PagerStats;->pageCacheOverflow:I,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteProgram;->mBindArgs:[Ljava/lang/Object;,,,,,,,,,,,,,,,,,,,
Landroid/database/sqlite/SQLiteStatement;-><init>(Landroid/database/sqlite/SQLiteDatabase;Ljava/lang/String;[Ljava/lang/Object;)V,,,,,,,,,,,,,,,,,,,
Landroid/ddm/DdmHandleAppName;->getNames()Landroid/ddm/DdmHandleAppName$Names;,,,,,,,,,,,,,,,,,,,
Landroid/ddm/DdmHandleAppName;->setAppName(Ljava/lang/String;Ljava/lang/String;I)V,,,,,,,,,,,,,,,,,,,
Landroid/graphics/BitmapFactory;->nativeDecodeAsset(JLandroid/graphics/Rect;Landroid/graphics/BitmapFactory$Options;JJ)Landroid/graphics/Bitmap;,,,,,,,,,,,,,,,,,,,
Landroid/graphics/Bitmap;->mNinePatchInsets:Landroid/graphics/NinePatch$InsetStruct;,,,,,,,,,,,,,,,,,,,
Landroid/graphics/Bitmap;->reinit(IIZ)V,,,,,,,,,,,,,,,,,,,
Landroid/graphics/Canvas;->freeTextLayoutCaches()V,,,,,,,,,,,,,,,,,,,
